19;Maquinaria y equipos;1;;COMPUTADOR ;PROGRESS FIVE;3840089594-2;LATAM;OFICINAS;;13-01-2017;;;;0;;T;;36;1023973,65
19;Maquinaria y equipos;2;;LATITUDE 7490 /CRUCIAL P1;INGRAM MICRO CHILE S.A;1860166;LATAM;OFICINAS;;24-05-2019;;;;0;;T;;36;1108072
19;Maquinaria y equipos;3;;C.I.T APPLE IPHONE XS;ENTELE PCS TELECOMUNICACIONES S.A;38142677;LATAM;OFICINAS;;06-05-2019;;;;0;;T;;36;161817
19;Maquinaria y equipos;4;;LATITUDE 7490 /CRUCIAL P1;INGRAM MICRO CHILE S.A;1918035;LATAM;OFICINAS;;24-05-2019;;;;0;;T;;36;924793
19;EQUIPOS COMPUTACIONALES;;;OPEN BOX 7400 I7-8665U 16GB 512SD WIN10;INGRAM MICRO CHILE S.A ;1991120;LATAM;;;15-07-2020;;;;0;;T;;36;1191239
19;EQUIPOS COMPUTACIONALES;;;LATITUDE 7400 I7-8665U 16GB 512SD WIN10P, WIRELESS OPTICAL MOUSE WM126;INGRAM MICRO CHILE S.A ;1992065;LATAM/HQ;;;20-07-2020;;;;0;;T;;36;599700,5
19;EQUIPOS COMPUTACIONALES;;;LATITUDE 7400 I7-8665U 16GB 512SD WIN10P, WIRELESS OPTICAL MOUSE WM126;INGRAM MICRO CHILE S.A ;1992065;LATAM/HQ;;;20-07-2020;;;;0;;T;;36;599700,5
19;EQUIPOS COMPUTACIONALES;;;XPS 9300 i7-1065G7 16GB 512SSD W1P 1 Y;INGRAM MICRO CHILE S.A ;2018305;LATAM/HQ;;;01-10-2020;;;;0;;T;;36;1403603
