Planta; descripcion;CORRELATIVO;FACTURA FISICA;Descripción/Item;Proveedor/Vendor;Factura n°;Planta;Ubicación;Ubicación en Planta;Fecha de compra;Fecha Adj. Concesión;Fecha termino Concesion;Fecha comienzo op;Vida util s/ Concesion;Vida útil tributaria (meses);Valor de Origen
AB0726;Maquinaria y equipos;82;SI;Soporte Lcd G180 Tilt15;Sodimac S.A;75022526;Curico;;;01-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;13017
AB0726;Maquinaria y equipos;82;SI;Rejilla Ventil Blca 20X20Cm;Sodimac S.A;75022526;Curico;;;01-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1933
AB0726;Maquinaria y equipos;82;SI;Ench Hba Tripl Embu G Arma Bc;Sodimac S.A;75022526;Curico;;;01-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1252
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3130;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3131;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3132;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3133;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3134;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3135;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3136;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3137;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3138;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3139;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3140;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;84;SI;Fundas Maquinas Según Cotizacion 3141;Soc Comercial Rojas Hermanos Limitada;371;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;17900
AB0726;Maquinaria y equipos;81;SI;Microondas Samsung;Cencosud S.A;4341642;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;49990
AB0726;Maquinaria y equipos;81;SI;Est Porta Cd 112;Cencosud S.A;4341642;Curico;;;04-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;4990
AB0726;Maquinaria y equipos;85;SI;Cable F/Utp Ext. C6 Nexxt 305M;Compañía Distribuidora De Electronica Y Telecomunicaciones;42614;Curico;;;05-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;169748
AB0726;Maquinaria y equipos;85;SI;Cable F/Utp Ext. C6 Nexxt 305M;Compañía Distribuidora De Electronica Y Telecomunicaciones;42614;Curico;;;05-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;169748
AB0726;Maquinaria y equipos;85;SI;Cable F/Utp Ext. C6 Nexxt 305M;Compañía Distribuidora De Electronica Y Telecomunicaciones;42614;Curico;;;05-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;169748
AB0726;Maquinaria y equipos;124;SI;Abono Por Confeccion Y Reparacion De Muebles, Sector Cafeteria, Caja, Timbraje Y Muebles Y Escritorios;Victor Manuel De Jesus Castro Venegas;507;Curico;;;11-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;567500
AB0726;Maquinaria y equipos;88;SI;Hervidor Rhp;Sodimac S.A;75298697;Curico;;;26-04-2016;31-08-2016;31-08-2024;01-09-2016;90;60;10916
AB0726;Maquinaria y equipos;90;SI;"Un Copa Diamantada Bosch Expert 5"" 125Mm";Jose Puertas Pons Y Cia;1545477;Curico;;;05-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;40150
AB0726;Maquinaria y equipos;75;SI;Sonometro;Actia Muller;3840085513-4;Curico ;;;07-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;3227248
AB0726;Maquinaria y equipos;92;SI;Cable F/Utp Ext. C6 Nexxt 305M;Compañía Distribuidora De Electronica Y Telecomunicaciones;43271;Curico;;;09-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;157143
AB0726;Maquinaria y equipos;92;SI;Cable F/Utp Ext. C6 Nexxt 305M;Compañía Distribuidora De Electronica Y Telecomunicaciones;43271;Curico;;;09-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;157143
AB0726;Maquinaria y equipos;115;SI;Cancela Saldo Del 50% Por Confeccion Y Reparacion De Muebles, Sector Cafeteria, Caja, Timbraje Y Muebles Y Escritorios;Victor Manuel De Jesus Castro Venegas;509;Curico;;;13-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;567500
AB0726;Maquinaria y equipos;93;SI;Ref Whirlpool;Cencosud S.A;4875398;Curico;;;18-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;176462
AB0726;Maquinaria y equipos;51;SI;Mesa Comedor;Faymo;5296;Curico;Casino;;18-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;75748
AB0726;Maquinaria y equipos;94;SI;Repisa Cerezo Vesto 20X80;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1588
AB0726;Maquinaria y equipos;94;SI;Repisa Cerezo Vesto 20X81;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1588
AB0726;Maquinaria y equipos;94;SI;Repisa Cerezo Vesto 20X82;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1588
AB0726;Maquinaria y equipos;94;SI;Repisa Cerezo Vesto 20X83;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1588
AB0726;Maquinaria y equipos;94;SI;Soporte Escuadra 25X30 Blanco;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1084
AB0726;Maquinaria y equipos;94;SI;Soporte Escuadra 25X30 Blanco;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1084
AB0726;Maquinaria y equipos;94;SI;Soporte Escuadra 25X30 Blanco;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1084
AB0726;Maquinaria y equipos;94;SI;Soporte Escuadra 25X30 Blanco;Sodimac S.A;76136682;Curico;;;25-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;1084
AB0726;Maquinaria y equipos;95;SI;Perno Anclaje 3/8X3;Sodimac S.A;76281193;Curico;;;26-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;8395
AB0726;Maquinaria y equipos;96;SI;Term/Starfix ;Dartel Talca Limitada;506893;Curico;;;27-05-2016;31-08-2016;31-08-2024;01-09-2016;90;60;23334
AB0726;Maquinaria y equipos;97;SI;Gab. Met 800X600X250Mm C/Pta Int. Ip55;Electricidad Curico S.A;25069;Curico;;;03-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;85378
AB0726;Maquinaria y equipos;98;SI;Mueble De Cocina Tipo Despensa Para Microondas;Muebles Castro;513;Curico;;;06-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;75000
AB0726;Maquinaria y equipos;101;SI;Est Met Stabil5R 90X40X176;Sodimac S.A;76501786;Curico;;;09-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;50412
AB0726;Maquinaria y equipos;23;SI;Caja De Seguridad;Bash Seguridad;114154;Curico;Oficinas;;10-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;623300
AB0726;Maquinaria y equipos;125;SI;Soporte Camara Doble Placa Acero Al Carbono Según Cotizacion N° 160513;Maquinarias Curmaq Limitada;128;Curico;;;13-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;480000
AB0726;Maquinaria y equipos;127;SI;Cordon Coviflex;Sociedad Electricidad Industrial Hsi Y Compañía Limitada;35708;Curico;;;16-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;7563
AB0726;Maquinaria y equipos;135;SI;Microondas Samsung;Cencosud S.A;4990054;Curico;;;23-06-2016;31-08-2016;31-08-2024;01-09-2016;90;60;49990
AB0726;Maquinaria y equipos;18;SI;Mesa Comedor;Faymo;5906;Curico;Casino;;05-07-2016;31-08-2016;31-08-2024;01-09-2016;90;60;57914
AB0726;Maquinaria y equipos;;SI;Mueble Repiza Archivador;Muebles Castro;516;Curico;Oficinas;;11-07-2016;31-08-2016;31-08-2024;01-09-2016;90;60;65000
AB0726;Maquinaria y equipos;6;SI;"Lg Led Hd Tv 32""";Bcs Chile;16;Curico;Oficinas;;28-07-2016;31-08-2016;31-08-2024;01-09-2016;90;60;175544
AB0726;Maquinaria y equipos;106;SI;Caja De Dinero;Gloria Elizabeth Diaz Dote;1972;Curico;;;13-08-2016;31-08-2016;31-08-2024;01-09-2016;90;60;8990
AB0726;Maquinaria y equipos;106;SI;Caja De Dinero;Gloria Elizabeth Diaz Dote;1972;Curico;;;13-08-2016;31-08-2016;31-08-2024;01-09-2016;90;60;8990
AB0726;Maquinaria y equipos;106;SI;Caja De Dinero;Gloria Elizabeth Diaz Dote;1972;Curico;;;13-08-2016;31-08-2016;31-08-2024;01-09-2016;90;60;8990
AB0726;Maquinaria y equipos;107;SI;"Smartphone Galaxy J5 Quad Core 8Gb 5.0"" Hd 4G Android";Personal Computer Factory;2141979;Curico;;;24-09-2016;31-08-2016;31-08-2024;01-09-2016;90;60;112597
AB0726;Maquinaria y equipos;130;SI;Servicio Mantenimiento Preventivo;Sociedad De Servicios Y Electronica Limitada;12843;Curico;;;05-10-2016;31-08-2016;31-08-2024;01-09-2016;90;60;275355
AB0726;Maquinaria y equipos;130;SI;Servicio Mantenimiento Preventivo;Sociedad De Servicios Y Electronica Limitada;12843;Curico;;;05-10-2016;31-08-2016;31-08-2024;01-09-2016;90;60;275355
AB0726;Maquinaria y equipos;130;SI;Servicio Mantenimiento Preventivo;Sociedad De Servicios Y Electronica Limitada;12843;Curico;;;05-10-2016;31-08-2016;31-08-2024;01-09-2016;90;60;275355
AB0726;Maquinaria y equipos;130;SI;Servicio Mantenimiento Preventivo;Sociedad De Servicios Y Electronica Limitada;12843;Curico;;;05-10-2016;31-08-2016;31-08-2024;01-09-2016;90;60;275355
AB0726;Maquinaria y equipos;;SI;Silla Novaiso Azul;Muebles Castro;173;Curico;Oficinas;;07-11-2016;31-08-2016;31-08-2024;01-09-2016;90;60;25210
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;72;SI;Camaras Lectura De Patentes;Actia Muller;3840089758-9;Curico;Operativa;;26-01-2017;31-08-2016;31-08-2024;01-09-2016;90;60;813050
AB0726;Maquinaria y equipos;150;SI;Profundimetro 1.6 Pcl. Tdg 16C01;Guillermo Enrique Rodriguez Zambrano, Comercializacion De Equipos, Rep;63;Curico;;;09-08-2017;31-08-2016;31-08-2024;01-09-2016;84;60;65625
AB0726;Maquinaria y equipos;173;SI;Impresora Laser Kyocera;INGENIERIA Y CONSTRUCCION RICARDO RODRIGUEZ;1159715;Curico;Oficinas;;26-03-2019;31-08-2016;31-08-2024;01-09-2016;65;36;234125
AB0726;Maquinaria y equipos;174;SI;sensores de oxigeno (varios);OPUS INSPECTION;65900415678-7;Curico;;;22-10-2019;31-08-2016;31-08-2024;01-09-2016;58;36;390985
AB0726;Maquinaria y equipos;175;SI;1102TB3NL0/1102TB4SA0 MFC KYOCERA ECOSYS M3655IDN, 55P...;INGENIERIA Y CONSTRUCCION RICARDO RODRIGUEZ Y CIA LTDA;1257233;CURICO;;;09-10-2019;31-08-2016;31-08-2024;01-09-2016;58;36;573630
AB0726;Maquinaria y equipos;176;SI;KYOCERA PARA O3055DN.;INGENIERIA Y CONSTRUCCION RICARDO RODRIGUEZ Y CIA LTDA;1262566;CURICO;;;30-10-2019;31-08-2016;31-08-2024;01-09-2016;58;36;69382
AB0726;Maquinaria y equipos;177;SI;GASTOS DE DESPACHO;AG. DE ADUANA JUAN BORIE MAFUD Y CIA LTDA;11006;CUrico;;;23-10-2019;31-08-2016;31-08-2024;01-09-2016;58;36;3630
AB0726;Maquinaria y equipos;177;SI;HONORARIOS;AG. DE ADUANA JUAN BORIE MAFUD Y CIA LTDA;11006;CUrico;;;23-10-2019;31-08-2016;31-08-2024;01-09-2016;58;36;5083
AB0726;Maquinaria y equipos;178;SI;ORDEN DE COMPRA 20193309 PUNTAS DE SONDA;JAVIER IGANCIO GOMEZ ZAMORA;121;CURICO;Construccion;;07-05-2019;31-08-2016;31-08-2024;01-09-2016;63;36;78250
AB0726;Maquinaria y equipos;179;X;X;PAGO PROGESS FIVE;;CURICO;;;20-06-2019;31-08-2016;31-08-2024;01-09-2016;63;36;693990
AB0726;EQUIPOS COMPUTACIONALES;180;SI;27 FULL HD LED;INGRAM MICRO CHILE S.A;1989358;;;;09-07-2020;31-08-2016;31-08-2024;01-09-2016;;36;109000
AB0726;MAQUINARIA Y EQUIPO;182;SI;LECTOR BIOMETRICO;QWANTEC INGENIERIA LTDA;58652;;;;04-08-2020;31-08-2016;31-08-2024;01-09-2016;;36;69000
AB0726;MAQUINARIA Y EQUIPOS;183;SI;GK420T,203 DPI,USB 10/100 ETHERNET,US;INGRAM MICRO CHILE S.A;1988560;;;;07-07-2020;31-08-2016;31-08-2024;01-09-2016;;36;212086
AB0726;MAQUINARIAS Y EQUIPOS;184;SI;CAMARAS;XX;XXXX;;;;19-10-2020;31-08-2016;31-08-2024;01-09-2016;;36;111600
AB0726;MUEBLE Y UTILES ;185;SI;SILLA ADMINISTRATIVA;DIMERC S.A;9280599;;;;07-04-2020;31-08-2016;31-08-2024;01-09-2016;;36;6612
;;;;;;;;;;;;;;;;
AB1308;Edificios;68;SI;Estudio Análisis Vial Básico Prt Vi Región;SERVICIOS DE INGENIERÍA JORGE WASHINGTON LTDA;46;LAMPA;;;29-10-2015;10-11-2015;01-10-2017;10-11-2023;68;120;998894
AB1308;Edificios;92;SI;Planos Con Topografia De Detalle Según Requerimiento Con Detalle Exrerio Y Curvas De Nivel Con Gps Lampa;LUIS ANTONIO CANALES MIRANDA;163;LAMPA;;;16-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;500000
AB1308;Edificios;92;SI;Calicatas Terrenos Lampa;LUIS ANTONIO CANALES MIRANDA;163;LAMPA;;;16-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;100000
AB1308;Edificios;27;SI;Coeficiente De Empuje;SOC. DE CONTROL DE CALIDAD E INSPECCIONES LTDA;23010;LAMPA;;;23-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;100000
AB1308;Edificios;27;SI;Mec. Suelos - Informe De Ingeniero;SOC. DE CONTROL DE CALIDAD E INSPECCIONES LTDA;23010;LAMPA;;;23-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;500950
AB1308;Edificios;27;SI;Mec. Suelos - Estudio De Sueldos Para Fu;SOC. DE CONTROL DE CALIDAD E INSPECCIONES LTDA;23010;LAMPA;;;23-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;345000
AB1308;Edificios;27;SI;Visita;SOC. DE CONTROL DE CALIDAD E INSPECCIONES LTDA;23010;LAMPA;;;23-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;35000
AB1308;Edificios;27;SI;Hora Laboratorista;SOC. DE CONTROL DE CALIDAD E INSPECCIONES LTDA;23010;LAMPA;;;23-11-2015;10-11-2015;01-10-2017;10-11-2023;68;120;8000
AB1308;Edificios;21;SI;Construcción;LUIS ANTONIO CANALES MIRANDA;164;LAMPA;CONSTRUCCIÓN;;02-12-2015;10-11-2015;01-10-2017;10-11-2023;68;120;28165753
AB1308;Edificios;67;SI;Estudio Análisis Vial Básico Prt Vi Región;SERVICIOS DE INGENIERÍA JORGE WASHINGTON LTDA;59;LAMPA;;;05-01-2016;10-11-2015;01-10-2017;10-11-2023;68;120;998894
AB1308;Edificios;93;SI;Estudio Análisis Vial Básico Prt Vi Región;SERVICIOS DE INGENIERÍA JORGE WASHINGTON LTDA;65;LAMPA;;;28-01-2016;10-11-2015;01-10-2017;10-11-2023;68;120;669771
AB1308;Edificios;22;SI;Construcción;LUIS ANTONIO CANALES MIRANDA;169;LAMPA;CONSTRUCCIÓN;;01-03-2016;10-11-2015;01-10-2017;10-11-2023;68;120;20577456
AB1308;Edificios;23;SI;Construcción;LUIS ANTONIO CANALES MIRANDA;170;LAMPA;CONSTRUCCIÓN;;15-03-2016;10-11-2015;01-10-2017;10-11-2023;68;120;24663327
AB1308;Edificios;24;SI;Construcción;LUIS ANTONIO CANALES MIRANDA;173;LAMPA;CONSTRUCCIÓN;;13-06-2016;10-11-2015;01-10-2017;10-11-2023;68;120;32025280
AB1308;Edificios;94;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;131;LAMPA;;;01-09-2016;10-11-2015;01-10-2017;10-11-2023;68;120;3145295
AB1308;Edificios;95;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;142;LAMPA;;;01-10-2016;10-11-2015;01-10-2017;10-11-2023;68;120;3146916
AB1308;Edificios;96;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;152;LAMPA;;;01-11-2016;10-11-2015;01-10-2017;10-11-2023;68;120;3151584
AB1308;Edificios;15;SI;Construcción;INGEMAB INGENIERIA Y CONSULTORIA SPA;481;LAMPA;CONSTRUCCIÓN;;10-11-2016;10-11-2015;01-10-2017;10-11-2023;68;120;2035693
AB1308;Edificios;28;SI;Pronunciamiento Favorable. Servicio Evaluacion Ambiental;INGEA INGENIERIA Y GESTION AMBIENTAL LTDA;31;LAMPA;;;11-11-2016;10-11-2015;01-10-2017;10-11-2023;68;120;1150000
AB1308;Edificios;30;SI;Cable Utp Cat6 Nexxt Gris 305M Pcgucc6Cm;BUSINESS CONSULTING SOLUCION CHILE SPA;28;LAMPA;;;29-11-2016;10-11-2015;01-10-2017;10-11-2023;68;120;87500
AB1308;Edificios;97;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;162;LAMPA;;;01-12-2016;10-11-2015;01-10-2017;10-11-2023;68;120;3157834
AB1308;Edificios;16;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;2;LAMPA;CONSTRUCCIÓN;;01-12-2016;10-11-2015;01-10-2017;10-11-2023;68;120;75630252
AB1308;Edificios;115;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;174;LAMPA;;;01-01-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3161860
AB1308;Edificios;114;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;184;LAMPA;;;01-02-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3157981
AB1308;Edificios;2;SI;Construcción;GLOBAL CONSTRUCTORA LTDA.;4;LAMPA;CONSTRUCCIÓN;;01-02-2017;10-11-2015;01-10-2017;10-11-2023;68;120;58823529
AB1308;Edificios;31;SI;Entrega Proyecto (50%). Proyecto De Pavimentacion Y Aguas;INGEMAB INGENIERIA Y CONSULTORIA SPA;500;LAMPA;;;02-02-2017;10-11-2015;01-10-2017;10-11-2023;68;120;2035693
AB1308;Edificios;32;SI;Planta Revision Tecnica. Elaboracion De Proyectos Sanitarios;CONSTRUCTORA KISA LTDA;57;LAMPA;;;09-02-2017;10-11-2015;01-10-2017;10-11-2023;68;120;5450000
AB1308;Edificios;17;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;3;LAMPA;CONSTRUCCIÓN;;15-02-2017;10-11-2015;01-10-2017;10-11-2023;68;120;58823529
AB1308;Edificios;113;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;194;LAMPA;;;01-03-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3167615
AB1308;Edificios;1;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;5;LAMPA;CONSTRUCCIÓN;;03-03-2017;10-11-2015;01-10-2017;10-11-2023;68;120;58823529
AB1308;Edificios;33;SI;Filtro Vf4000 Papel Pleg Ridg;SODIMAC S.A.;82156591;LAMPA;;;20-03-2017;10-11-2015;01-10-2017;10-11-2023;68;120;13437
AB1308;Edificios;33;SI;Asp Wd1255 Rid Seco/Moj 45Lt;SODIMAC S.A.;82156591;LAMPA;;;20-03-2017;10-11-2015;01-10-2017;10-11-2023;68;120;163857
AB1308;Edificios;34;SI;Materiales Varios De Construccion;CASA FRANCO SOCIEDAD COMERCIAL LTDA;76147;LAMPA;;;21-03-2017;10-11-2015;01-10-2017;10-11-2023;68;120;487241
AB1308;Edificios;112;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;205;LAMPA;;;01-04-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3176838
AB1308;Edificios;35;SI;Transformador Multi. Ple 3A;IVAN FERNANDO RODRIGUEZ BECERRA;472;LAMPA;;;11-04-2017;10-11-2015;01-10-2017;10-11-2023;68;120;9664
AB1308;Edificios;111;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;215;LAMPA;;;01-05-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3187794
AB1308;Edificios;18;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;6;LAMPA;CONSTRUCCIÓN;;04-05-2017;10-11-2015;01-10-2017;10-11-2023;68;120;12345795
AB1308;Edificios;19;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;7;LAMPA;CONSTRUCCIÓN;;04-05-2017;10-11-2015;01-10-2017;10-11-2023;68;120;33613445
AB1308;Edificios;36;SI;Informe 14/2017;VALESKA ANDREA PENA MORAGA;26;LAMPA;;;21-05-2017;10-11-2015;01-10-2017;10-11-2023;68;120;733804
AB1308;Edificios;37;SI;Perfil Cuadrado 100X100X3, 0Mm;CUBIERTAS DE CHILE KUBIEC SPA;12719;LAMPA;;;31-05-2017;10-11-2015;01-10-2017;10-11-2023;68;120;54982
AB1308;Edificios;38;SI;Materiales Varios De Construccion;EASY RETAIL S.A.;12650382;LAMPA;;;01-06-2017;10-11-2015;01-10-2017;10-11-2023;68;120;105378
AB1308;Edificios;110;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;225;LAMPA;;;01-06-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3195924
AB1308;Edificios;39;SI;Locker Met. 400-1 C/Patas;COMERCIALIZADORA NOVOTRADE SPA;908;LAMPA;;;08-06-2017;10-11-2015;01-10-2017;10-11-2023;68;120;285000
AB1308;Edificios;40;SI;60% Termino Instalacion ;CONSTRUCTORA E INGENIERIA ELECTRICA ALCANTARA S.A.;88;LAMPA;;;12-06-2017;10-11-2015;01-10-2017;10-11-2023;68;120;5135540
AB1308;Edificios;20;SI;Construcción;GLOBAL CONSTRUCTORA LTDA. ;9;LAMPA;CONSTRUCCIÓN;;20-06-2017;10-11-2015;01-10-2017;10-11-2023;68;120;13900000
AB1308;Edificios;109;SI;Arriendo Propiedad Lote N.9;SOCIEDAD DE INVERSIONES BEASAIN LTDA;236;LAMPA;;;01-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;3199918
AB1308;Edificios;43;SI;Inusmos De Casino;SODIMAC S.A.;84549255;LAMPA;;;08-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;379555
AB1308;Maquinaria y equipos;42;SI;Refrigerador Da;FALABELLA RETAIL S.A.;2535014;LAMPA;;;08-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;259990
AB1308;Maquinaria y equipos;42;SI;Despacho;FALABELLA RETAIL S.A.;2535014;LAMPA;;;08-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;8000
AB1308;Edificios;44;SI;Mang 3/8Xl Malla 8.5 Mts Niples 6.6 Fjx Recto Y 90;RAMON HERNAN MENESES VALENZUELA;22473;LAMPA;;;10-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;34480
AB1308;Edificios;44;SI;Mang 3/8Xl Malla 8.5 Mts Niples 6.6 Fjx Recto Y 90;RAMON HERNAN MENESES VALENZUELA;22473;LAMPA;;;10-07-2017;10-11-2015;01-10-2017;10-11-2023;68;120;34480
