Planta; descripcion;CORRELATIVO;FACTURA FISICA;Descripción/Item;Proveedor/Vendor;Factura n°;Planta;Ubicación;Ubicación en Planta;Fecha de compra;Fecha Adj. Concesión;Fecha termino Concesion;Fecha comienzo op;Vida util s/ Concesion;Vida útil tributaria (meses);Valor de Origen
AB0541;Maquinaria y equipos;12;SI;Opacity Transducer CAP3030 Series;CAPELEC;C201802797;CASABLANCA;Sin instalacion;;18-12-2018;01-09-2017;01-08-2025;01-05-2019;69;60;825218
AB0541;Maquinaria y equipos;12;SI;Opacity Transducer CAP3030 Series;CAPELEC;C201802797;CASABLANCA;Sin instalacion;;18-12-2018;01-09-2017;01-08-2025;01-05-2019;69;60;825218
AB0541;Maquinaria y equipos;12;SI;Opacity Transducer CAP3030 Series;CAPELEC;C201802797;CASABLANCA;Sin instalacion;;18-12-2018;01-09-2017;01-08-2025;01-05-2019;69;60;825218
AB0541;Edificios;18;;Servicios de Laboratorio : Obra Ingenieria;SERVICIOS DE INGENIERIA Y SERVICIOS ASOCIADOS LTDA;1360;CASABLANCA;;;07-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;254156
AB0541;Maquinaria y equipos;16,1;;Auditorias pLantas;CGESTA;312;CASABLANCA;;;07-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;2177697
AB0541;Edificios;17;;Ito Casablanca Diciembre ;CGESTA;313;CASABLANCA;;;07-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;4989408
AB0541;Maquinaria y equipos;114;SI;RENDICIONES;JAIME MUÑOZ;2;CASABLANCA;;;10-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;55331
AB0541;Maquinaria y equipos;116;SI;RENDICIONES;EDUARDO AGÜERO;20;CASABLANCA;;;10-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;180710
AB0541;Maquinaria y equipos;115;SI;RENDICIONES;DANIEL SILVA;10;CASABLANCA;;;10-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;191407
AB0541;Edificios;;BOL;Pago correspondiente  a 12,5 casablanca;MIGUEL DANIEL SILVA;268;CASABLANCA;;;10-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;382845
AB0541;Edificios;;BOL;Pago correspondiente  a 15 ugf casablanca;MIGUEL DANIEL SILVA;268;CASABLANCA;;;10-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;459414
AB0541;Maquinaria y equipos;19;SI;CABLE FTP NHDT;CIA. DISTRIBUIDORA DE ELECTRONICA Y TELECOMUNICACION;66102;CASABLANCA;;;14-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;287394
AB0541;Maquinaria y equipos;19;SI;Gabinete De Servidor 42 u;CIA. DISTRIBUIDORA DE ELECTRONICA Y TELECOMUNICACION;66102;CASABLANCA;;;14-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;394958
AB0541;Maquinaria y equipos;80;SI;CARGO TERMINAL;UNITED PARCEL SERVICE DE CHILE LIMITADA;726710;CASABLANCA;;;15-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;69378
AB0541;Maquinaria y equipos;20;SI;HPE Office Connect 1920s 24 G SWITCH;INGRAM MICRO CHILE S.A;1816237;CASABLANCA;;;17-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;486288
AB0541;Maquinaria y equipos;20;SI;PE R230XEON;INGRAM MICRO CHILE S.A;1816237;CASABLANCA;;;17-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;673930
AB0541;Maquinaria y equipos;20;SI;19,5 HDMI;INGRAM MICRO CHILE S.A;1816237;CASABLANCA;;;17-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;677684
AB0541;Maquinaria y equipos;20;SI;HPE Office Connect 1920s 24 g 2 sft poe;INGRAM MICRO CHILE S.A;1816237;CASABLANCA;;;17-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;811503
AB0541;Maquinaria y equipos;117;SI;RENDICIONES;EDUARDO AGÜERO;27;CASABLANCA;;;29-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;885157
AB0541;Maquinaria y equipos;82;SI;IMPRESIÓN BL VT;IAN TAYLOR CHILE S.A;512834;CASABLANCA;;;29-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;46693
AB0541;Maquinaria y equipos;81;SI;VISITA TERRENO PISTON;SERVIC. DE COMPRESORES SCHULZ SPA;16084;CASABLANCA;;;30-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;50000
AB0541;Maquinaria y equipos;86;SI;GASTOS DESPACHO;JUAN FRANCISCO BORIE BORIE;7993;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;83254
AB0541;Maquinaria y equipos;118;SI;RENDICIONES;ALONSO CALQUIN;1235;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;215113
AB0541;Maquinaria y equipos;126;SI;NN;ALEXIS PACHECO PULGAR EXPORTACION E IMPORTACION;63;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;240000
AB0541;Maquinaria y equipos;;;Servicios de Laboratorio : Obra Ingenieria;INGENIERIA Y SERVICIO LAGOS;6;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;78;36;600000
AB0541;Edificios;;BOL;Gestion apoyo hitos elacionados quinta region uf 20 mes de enero;MIGUEL DANIEL SILVA;270;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;306079
AB0541;Edificios;;BOL;Gestion apoyo hitos elacionados quinta region uf 20 mes de enero;MIGUEL DANIEL SILVA;270;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;306079
AB0541;Edificios;73;BOL;HONORARIOS;JAVIER IGNACIO GOMEZ ZAMORA;32;CASABLANCA;;;31-01-2019;01-09-2017;01-08-2025;01-05-2019;69;120;555333
AB0541;Maquinaria y equipos;90;SI;VT:CONTAINER ADMINISTRATION CHARGE;IAN TAYLOR CHILE S.A;513111;CASABLANCA;;;01-02-2019;01-09-2017;01-08-2025;01-05-2019;78;36;16445
AB0541;Maquinaria y equipos;91;SI;VT:MSK AFECTO VT;IAN TAYLOR CHILE S.A;513112;CASABLANCA;;;01-02-2019;01-09-2017;01-08-2025;01-05-2019;78;36;46047
AB0541;Maquinaria y equipos;95;SI;GATE;CONTAINER OPERATORS SA;934974;CASABLANCA;;;01-02-2019;01-09-2017;01-08-2025;01-05-2019;78;36;70000
AB0541;Maquinaria y equipos;89;SI;VT:MSK EXENTO VT ;IAN TAYLOR CHILE S.A;31813;CASABLANCA;;;01-02-2019;01-09-2017;01-08-2025;01-05-2019;78;36;994560
AB0541;Maquinaria y equipos;97;SI;FLETE TERRESTRE CLP ;SPARBER CHILE S.A;911;CASABLANCA;;;06-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;135000
AB0541;Maquinaria y equipos;21;SI;Server R 330 Xeon ;INGRAM MICRO CHILE S.A;1822729;CASABLANCA;;;06-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;1954914
AB0541;Edificios;22;SI;Ito Casablanca;CGESTA;323;CASABLANCA;;;07-02-2019;01-09-2017;01-08-2025;01-05-2019;69;120;4599329
AB0541;Maquinaria y equipos;93;SI;COMISION ADMINISTRACION DE CONTENED;IAN TAYLOR CHILE S.A;513528;CASABLANCA;;;08-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;45500
AB0541;Maquinaria y equipos;92;SI;S.C ACLARACION MANIFIESTO SC;IAN TAYLOR CHILE S.A;513527;CASABLANCA;;;08-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;126000
AB0541;Maquinaria y equipos;119;SI;RENDICIONES;HECTOR VIVAS;20;CASABLANCA;;;10-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;203490
AB0541;Maquinaria y equipos;88;SI;CARGO TERMINAL;UNITED PARCEL SERVICE DE CHILE LIMITADA;730327;CASABLANCA;;;11-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;71647
AB0541;Maquinaria y equipos;24;SI;Smart-Ups 300 va LCD;INGRAM MICRO CHILE S.A;1824552;CASABLANCA;;;11-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;552596
AB0541;Maquinaria y equipos;96;SI;ALMACENAJE CTR20 STD;TERMINAL PACIFICO SUR VAP SA;141066;CASABLANCA;;;11-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;1704380
AB0541;Maquinaria y equipos;23;SI;Ortiplex 7060;INGRAM MICRO CHILE S.A;1824437;CASABLANCA;;;11-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;7734496
AB0541;Maquinaria y equipos;26;SI;121530 VT MSK Exento Vt: MSK Deemurrage;IAN TAYLOR CHILE S.A;31901;CASABLANCA;;;12-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;743423
AB0541;Maquinaria y equipos;25;SI;Instalacion Linea Subt. Desde medidor/ cable cinta;ClEMENTE ARTURO ARAVENA ALCAINO;155;CASABLANCA;;;12-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;1290760
AB0541;Maquinaria y equipos;27;SI;Accesories Server;INGRAM MICRO CHILE S.A;1826387;CASABLANCA;;;18-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;167250
AB0541;Maquinaria y equipos;28;SI;Prueba Bombeo parea confeccion de informe;WELLS SPA;71;CASABLANCA;;;21-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;1597844
AB0541;Maquinaria y equipos;109;SI;HERRA,IENTAS;CIA. DISTRIBUIDORA DE ELECTRONICA Y TELECOMUNICACION;67388;CASABLANCA;;;22-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;367564
AB0541;edificios;30;SI;Instalacion acomedita y tablero fuerza y distribucion;ClEMENTE ARTURO ARAVENA ALCAINO;158;CASABLANCA;;;22-02-2019;01-09-2017;01-08-2025;01-05-2019;69;120;373460
AB0541;Edificios;29;SI;Anticipo de Instalacion de cerco electrico;RED INTEGRAL LTDA;138;CASABLANCA;;;22-02-2019;01-09-2017;01-08-2025;01-05-2019;69;120;1269500
AB0541;Maquinaria y equipos;120;SI;RENDICIONES;EDUARDO AGÜERO;1;CASABLANCA;;;25-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;1283071
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;85;SI;DISCO CORTE METAL BOSH;JULIO ANTONIO CALVO DEL RIO;12378;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;546
AB0541;Maquinaria y equipos;94;SI;UNION HEMBRA 1/4 BRONCE;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;700
AB0541;Maquinaria y equipos;94;SI;UNION HEMBRA 1/4 BRONCE;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;700
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
AB0541;Maquinaria y equipos;94;SI;TUBO POLIETILENO 1/2 NEGRO;DANUS CONEXIONES SPA;143264;CASABLANCA;;;26-02-2019;01-09-2017;01-08-2025;01-05-2019;77;36;800
